"TimeStep","Time","CO","CO2","Cell Type","H2O","N2","O2","T","Ts","U:0","U:1","U:2","Ychar","Ywood","gas","ngas","p","porosityF","rho"
49,0.25,0.070025,0.05008,,0.086643,0.54312,0.14435,404.17,400.42,3.3915e-05,-0.00031873,-5.3601e-27,5.4649e-10,1,0.010178,0.095605,1.0048e+05,0.875,0.76788
49,0.25,0.077548,0.055466,,0.095955,0.51659,0.13729,406.46,400.67,1.2227e-05,-0.00030981,-6.1459e-27,5.5215e-10,1,0.011272,0.10588,1.0048e+05,0.875,0.75486
49,0.25,0.085579,0.061216,,0.1059,0.48826,0.12976,409.88,401.03,-1.7098e-05,-0.00029869,5.1957e-27,5.6092e-10,1,0.01244,0.11685,1.0048e+05,0.875,0.73957
49,0.25,0.094109,0.067326,,0.11645,0.45817,0.12175,414.95,401.57,-5.6705e-05,-0.0002846,-5.023e-27,5.7457e-10,1,0.01368,0.1285,1.0048e+05,0.875,0.72132
49,0.25,0.10312,0.073782,,0.12761,0.42639,0.1133,422.44,402.37,-0.00011055,-0.0002665,1.0731e-26,5.9588e-10,1,0.01499,0.14081,1.0048e+05,0.875,0.69922
49,0.25,0.11258,0.08056,,0.13932,0.39303,0.10442,433.41,403.53,-0.00018515,-0.00024302,4.8181e-27,6.2941e-10,1,0.016366,0.15373,1.0048e+05,0.875,0.67225
49,0.25,0.12243,0.087623,,0.15152,0.35827,0.095175,449.32,405.21,-0.00029014,-0.00021233,9.3541e-27,6.8301e-10,1,0.017798,0.16719,1.0048e+05,0.875,0.63939
49,0.25,0.13259,0.094914,,0.16411,0.3224,0.08563,472.11,407.66,-0.00044652,-0.00017162,-1.0288e-27,7.7198e-10,1,0.019277,0.18108,1.0048e+05,0.875,0.59987
49,0.25,0.14296,0.10236,,0.17695,0.2858,0.075888,504.35,411.61,-0.00067295,-0.00011582,-8.8603e-27,9.4127e-10,1,0.020785,0.19525,1.0048e+05,0.875,0.5535
49,0.25,0.15341,0.10986,,0.1899,0.24892,0.06607,549.36,420.31,-0.0010883,-3.3612e-05,-2.0131e-26,1.48e-09,1,0.022305,0.20954,1.0048e+05,0.875,0.50093
49,0.25,0.16381,0.11733,,0.20278,0.21222,0.0563,611.54,447.02,-0.0015687,0.00010365,-6.7195e-27,8.3842e-09,1,0.023817,0.22375,1.0048e+05,0.875,0.44373
49,0.25,0.17406,0.12469,,0.21548,0.17604,0.046667,697.14,529.68,-0.0035261,0.00036826,-6.309e-26,2.4396e-06,1,0.025308,0.23776,1.0048e+05,0.875,0.38397
49,0.25,0.18418,0.13195,,0.22801,0.14033,0.037161,816.84,842.84,-0.0027905,0.0015652,4.0616e-26,0.66276,0.33724,0.026779,0.25159,1.0048e+05,0.95398,0.32338
49,0.25,0.18878,0.13531,,0.23374,0.12403,0.032803,846.19,862.37,-0.0009648,0.0014718,4.2257e-26,0.8354,0.1646,0.027451,0.2579,1.0048e+05,0.96048,0.31029
49,0.25,0.19237,0.13794,,0.23822,0.11125,0.02939,855.46,863.29,-0.00098921,0.0015362,1.2857e-26,0.84164,0.15836,0.027977,0.26285,1.0048e+05,0.96068,0.3055
49,0.25,0.19534,0.14011,,0.24192,0.10071,0.026574,859.17,863.46,-0.00070877,0.0015766,4.8403e-26,0.84261,0.15739,0.028412,0.26693,1.0048e+05,0.96071,0.30301
49,0.25,0.19785,0.14194,,0.24504,0.091804,0.0242,860.97,863.52,-0.00056049,0.0016054,-7.0448e-27,0.84302,0.15698,0.028779,0.27038,1.0048e+05,0.96073,0.3014
49,0.25,0.2,0.14351,,0.24772,0.084176,0.022167,861.98,863.56,-0.00043229,0.0016258,-5.3537e-27,0.84325,0.15675,0.029094,0.27333,1.0048e+05,0.96074,0.30022
49,0.25,0.20187,0.14486,,0.25004,0.077569,0.020408,862.59,863.58,-0.00033659,0.0016408,-2.5044e-26,0.84339,0.15661,0.029367,0.27589,1.0048e+05,0.96074,0.29929
49,0.25,0.20349,0.14604,,0.25206,0.071801,0.018874,863,863.6,-0.00026122,0.0016523,6.2391e-27,0.84349,0.15651,0.029606,0.27813,1.0048e+05,0.96074,0.29853
49,0.25,0.20492,0.14707,,0.25384,0.066737,0.017528,863.27,863.61,-0.0002022,0.0016612,5.0652e-26,0.84355,0.15645,0.029815,0.28009,1.0048e+05,0.96074,0.29789
49,0.25,0.20619,0.14798,,0.2554,0.062272,0.016341,863.47,863.62,-0.00015559,0.0016684,-1.7404e-27,0.8436,0.1564,0.03,0.28182,1.0048e+05,0.96075,0.29734
49,0.25,0.2073,0.14879,,0.25679,0.05832,0.015293,863.62,863.62,-0.0001187,0.0016743,0,0.84363,0.15637,0.030164,0.28335,1.0048e+05,0.96075,0.29687
49,0.25,0.2083,0.1495,,0.25802,0.054817,0.014363,863.74,863.63,-8.9431e-05,0.0016791,2.5581e-26,0.84365,0.15635,0.030309,0.2847,1.0048e+05,0.96075,0.29646
49,0.25,0.20918,0.15013,,0.25911,0.051705,0.013538,863.83,863.63,-6.6203e-05,0.0016831,5.9365e-28,0.84367,0.15633,0.030437,0.28591,1.0048e+05,0.96075,0.2961
49,0.25,0.20996,0.15069,,0.26008,0.04894,0.012805,863.91,863.63,-4.7791e-05,0.0016865,5.1381e-26,0.84368,0.15632,0.030552,0.28698,1.0048e+05,0.96075,0.29578
49,0.25,0.21066,0.15119,,0.26094,0.046481,0.012153,863.97,863.63,-3.3232e-05,0.0016894,-1.8356e-28,0.8437,0.1563,0.030654,0.28793,1.0048e+05,0.96075,0.2955
49,0.25,0.21128,0.15163,,0.2617,0.044296,0.011575,864.02,863.64,-2.1747e-05,0.0016919,0,0.8437,0.1563,0.030744,0.28878,1.0048e+05,0.96075,0.29525
49,0.25,0.21183,0.15202,,0.26238,0.042356,0.011061,864.06,863.64,-1.2728e-05,0.0016939,2.574e-26,0.84371,0.15629,0.030825,0.28953,1.0048e+05,0.96075,0.29503
49,0.25,0.21232,0.15236,,0.26299,0.040635,0.010606,864.1,863.64,-5.6995e-06,0.0016957,5.1657e-26,0.84372,0.15628,0.030896,0.2902,1.0048e+05,0.96075,0.29484
49,0.25,0.21275,0.15267,,0.26352,0.039111,0.010202,864.13,863.64,-2.6687e-07,0.0016972,2.0047e-28,0.84372,0.15628,0.030959,0.29079,1.0048e+05,0.96075,0.29467
49,0.25,0.21313,0.15294,,0.26399,0.037765,0.0098463,864.16,863.64,3.868e-06,0.0016985,0,0.84372,0.15628,0.031015,0.29131,1.0048e+05,0.96075,0.29452
49,0.25,0.21347,0.15318,,0.26441,0.036579,0.0095326,864.18,863.64,6.958e-06,0.0016997,2.7099e-28,0.84373,0.15627,0.031064,0.29177,1.0048e+05,0.96075,0.29438
