"TimeStep","Time","CO","CO2","Cell Type","H2O","N2","O2","T","Ts","U:0","U:1","U:2","Ychar","Ywood","gas","ngas","p","porosityF","rho"
74,0.375,0.05422,0.0389,,0.067144,0.59876,0.15905,403.49,400.66,0.00015197,-0.00033473,-5.3585e-27,8.3029e-10,1,0.0078704,0.074056,1.0049e+05,0.875,0.78835
74,0.375,0.058214,0.041781,,0.072097,0.58467,0.15528,405.51,401.03,0.00015961,-0.0003296,-8.1904e-27,8.4487e-10,1,0.0084476,0.079512,1.0049e+05,0.875,0.77953
74,0.375,0.062343,0.044762,,0.077218,0.5701,0.15138,408.54,401.58,0.00016719,-0.00032295,5.1804e-27,8.6752e-10,1,0.0090434,0.085151,1.0049e+05,0.875,0.76879
74,0.375,0.06659,0.047831,,0.082486,0.55512,0.14736,413.07,402.41,0.00017455,-0.00031417,-8.2623e-27,9.0296e-10,1,0.009655,0.09095,1.0049e+05,0.875,0.75539
74,0.375,0.070935,0.050975,,0.087877,0.53981,0.14325,419.83,403.61,0.00018133,-0.00030241,6.4218e-27,9.5906e-10,1,0.010279,0.096881,1.0049e+05,0.875,0.7383
74,0.375,0.075355,0.054177,,0.093362,0.52423,0.13905,429.85,405.37,0.00018684,-0.00028669,4.6765e-27,1.0496e-09,1,0.010912,0.10291,1.0049e+05,0.875,0.71626
74,0.375,0.079825,0.05742,,0.098909,0.50849,0.1348,444.63,407.93,0.00018999,-0.00026593,8.8226e-27,1.2012e-09,1,0.01155,0.109,1.0049e+05,0.875,0.68778
74,0.375,0.084321,0.060685,,0.10449,0.49267,0.13052,466.26,411.78,0.00018833,-0.00023923,7.6896e-27,1.4767e-09,1,0.012188,0.11513,1.0049e+05,0.875,0.65148
74,0.375,0.088827,0.063962,,0.11008,0.47683,0.12622,497.55,418.39,0.00018027,-0.00020617,3.5274e-27,2.1128e-09,1,0.012824,0.12126,1.0049e+05,0.875,0.60642
74,0.375,0.093346,0.067251,,0.11569,0.46096,0.1219,542.24,432.53,0.0001525,-0.00016687,-2.0776e-28,4.9145e-09,1,0.013458,0.1274,1.0049e+05,0.875,0.55275
74,0.375,0.097919,0.070581,,0.12136,0.44494,0.11751,605.1,467.64,0.00012513,-0.00012086,-3.0675e-27,5.664e-08,1,0.014094,0.1336,1.0049e+05,0.875,0.49202
74,0.375,0.10267,0.074039,,0.12726,0.42831,0.11294,692.71,551.22,-6.0409e-05,-6.4263e-05,-3.0524e-27,1.3414e-05,0.99999,0.01475,0.14003,1.0049e+05,0.875,0.42684
74,0.375,0.10791,0.07784,,0.13374,0.41004,0.10791,816.65,852.08,0.00011732,8.2773e-05,-2.6945e-27,0.94586,0.05414,0.015469,0.1471,1.0049e+05,0.96376,0.35934
74,0.375,0.10986,0.079336,,0.13619,0.40327,0.10592,847.39,875.7,0.00031699,2.1963e-07,-9.2869e-27,0.99435,0.0056474,0.01571,0.14971,1.0049e+05,0.96503,0.34535
74,0.375,0.11223,0.08113,,0.13915,0.395,0.10356,857,876.8,0.00020124,-1.4248e-05,-3.6977e-27,0.99504,0.0049589,0.016022,0.15291,1.0049e+05,0.96505,0.34033
74,0.375,0.11479,0.083064,,0.14236,0.38599,0.10104,860.75,877.05,0.00018831,-2.1315e-05,4.2098e-27,0.99516,0.0048391,0.016372,0.15639,1.0049e+05,0.96505,0.33761
74,0.375,0.11743,0.085061,,0.14567,0.37661,0.098459,862.52,877.14,0.00016742,-2.4108e-05,3.109e-27,0.99521,0.0047904,0.016744,0.16002,1.0049e+05,0.96505,0.33564
74,0.375,0.12011,0.087085,,0.14904,0.36707,0.095854,863.47,877.2,0.00015635,-2.5253e-05,2.9089e-27,0.99524,0.0047641,0.017129,0.16371,1.0049e+05,0.96505,0.33399
74,0.375,0.1228,0.089117,,0.15243,0.35744,0.093248,864.03,877.23,0.0001471,-2.5622e-05,-1.9778e-27,0.99525,0.0047486,0.017522,0.16744,1.0049e+05,0.96506,0.33249
74,0.375,0.12549,0.091146,,0.15581,0.3478,0.090654,864.4,877.25,0.0001397,-2.5626e-05,-5.2092e-27,0.99526,0.0047384,0.017918,0.17117,1.0049e+05,0.96506,0.33107
74,0.375,0.12817,0.093164,,0.15918,0.33819,0.088082,864.65,877.26,0.00013323,-2.5448e-05,3.9096e-27,0.99527,0.0047313,0.018317,0.1749,1.0049e+05,0.96506,0.32971
74,0.375,0.13083,0.095162,,0.16252,0.32864,0.085537,864.83,877.27,0.00012741,-2.5178e-05,2.3807e-27,0.99527,0.0047261,0.018714,0.1786,1.0049e+05,0.96506,0.3284
74,0.375,0.13345,0.097137,,0.16583,0.31919,0.083026,864.97,877.28,0.00012203,-2.4859e-05,0,0.99528,0.0047225,0.01911,0.18226,1.0049e+05,0.96506,0.32712
74,0.375,0.13604,0.099082,,0.16909,0.30986,0.080554,865.08,877.28,0.00011695,-2.4512e-05,1.9376e-27,0.99528,0.00472,0.019502,0.18587,1.0049e+05,0.96506,0.32588
