"TimeStep","Time","CO","CO2","Cell Type","H2O","N2","O2","T","Ts","U:0","U:1","U:2","Ychar","Ywood","gas","ngas","p","porosityF","rho"
141,0.71,0.016191,0.011319,,0.01973,0.73509,0.19443,403.54,401.16,0.00011131,-0.00035468,-5.6912e-27,1.6198e-09,1,0.0020337,0.021214,1.005e+05,0.875,0.83915
141,0.71,0.017008,0.011854,,0.020691,0.73253,0.19361,405.59,401.83,0.00011708,-0.0003512,-7.7418e-27,1.6768e-09,1,0.0021059,0.022195,1.005e+05,0.875,0.83387
141,0.71,0.017879,0.012419,,0.021711,0.72984,0.19274,408.64,402.81,0.00012328,-0.0003462,5.5489e-27,1.7666e-09,1,0.0021795,0.023229,1.005e+05,0.875,0.82658
141,0.71,0.018811,0.013018,,0.022797,0.72699,0.19181,413.17,404.27,0.00012985,-0.00033901,-7.7765e-27,1.9112e-09,1,0.0022548,0.024326,1.005e+05,0.875,0.81639
141,0.71,0.019812,0.013656,,0.02396,0.72395,0.1908,419.9,406.4,0.00013659,-0.00032873,8.093e-27,2.1512e-09,1,0.0023322,0.025492,1.005e+05,0.875,0.80214
141,0.71,0.020891,0.014338,,0.025209,0.72069,0.18972,429.86,409.56,0.00014302,-0.00031425,5.0686e-27,2.5719e-09,1,0.002412,0.02674,1.005e+05,0.875,0.78234
141,0.71,0.02206,0.015071,,0.026556,0.7172,0.18854,444.55,414.34,0.00014823,-0.00029435,9.586e-27,3.3863e-09,1,0.002495,0.028078,1.005e+05,0.875,0.75521
141,0.71,0.023327,0.01586,,0.028013,0.71344,0.18726,466.09,421.98,0.00015078,-0.00026811,7.1704e-27,5.3106e-09,1,0.0025819,0.02952,1.005e+05,0.875,0.71902
141,0.71,0.024704,0.016711,,0.029591,0.70937,0.18587,497.29,435.16,0.00014843,-0.00023543,2.6804e-27,1.2122e-08,1,0.0026732,0.031077,1.005e+05,0.875,0.6726
141,0.71,0.026203,0.017632,,0.031303,0.70498,0.18435,541.79,459.4,0.00013909,-0.0001976,-1.0481e-27,6.3218e-08,1,0.0027698,0.032761,1.005e+05,0.875,0.61605
