"TimeStep","Time","CO","CO2","Cell Type","H2O","N2","O2","T","Ts","U:0","U:1","U:2","Ychar","Ywood","gas","ngas","p","porosityF","rho"
181,0.91,0.011592,0.0077995,,0.013868,0.75216,0.19873,404.3,401.51,8.2907e-05,-0.00035543,-5.7365e-27,2.1115e-09,1,0.0012636,0.014586,1.0052e+05,0.875,0.84446
181,0.91,0.012558,0.008425,,0.015003,0.74914,0.19778,406.7,402.36,8.5303e-05,-0.00035127,-7.1867e-27,2.2073e-09,1,0.0013522,0.015751,1.0052e+05,0.875,0.83826
181,0.91,0.013644,0.0091278,,0.016278,0.74573,0.19671,410.22,403.62,8.7706e-05,-0.00034534,5.5765e-27,2.36e-09,1,0.0014521,0.01706,1.0052e+05,0.875,0.82969
181,0.91,0.014866,0.0099188,,0.017713,0.7419,0.1955,415.39,405.48,8.9849e-05,-0.00033694,-7.0497e-27,2.6102e-09,1,0.0015649,0.018534,1.0052e+05,0.875,0.81784
181,0.91,0.016241,0.01081,,0.019329,0.73758,0.19415,422.98,408.21,9.1212e-05,-0.00032514,8.9338e-27,3.0389e-09,1,0.0016926,0.020195,1.0052e+05,0.875,0.80152
181,0.91,0.017788,0.011813,,0.021148,0.73272,0.19263,434.04,412.27,9.0875e-05,-0.00030889,5.054e-27,3.8316e-09,1,0.0018372,0.022066,1.0052e+05,0.875,0.77925
181,0.91,0.019524,0.01294,,0.02319,0.72725,0.19093,450.1,418.48,8.7313e-05,-0.00028717,9.5308e-27,5.5104e-09,1,0.0020005,0.02417,1.0052e+05,0.875,0.7495
181,0.91,0.021467,0.014201,,0.025476,0.72112,0.18902,473.15,428.34,7.8278e-05,-0.00025942,5.7972e-27,1.0077e-08,1,0.0021844,0.026526,1.0052e+05,0.875,0.7109
181,0.91,0.023629,0.015607,,0.028022,0.7143,0.1869,505.78,444.74,6.0347e-05,-0.00022597,1.0529e-27,2.9558e-08,1,0.0023902,0.029153,1.0052e+05,0.875,0.66287
181,0.91,0.026025,0.017165,,0.030844,0.70673,0.18455,551.19,472.8,3.0581e-05,-0.00018847,-3.0408e-27,2.0401e-07,1,0.002619,0.032065,1.0052e+05,0.875,0.60607
181,0.91,0.028669,0.018883,,0.033957,0.69838,0.18196,613.48,521.12,-2.2073e-05,-0.00014976,-3.0566e-27,4.7863e-06,1,0.0028712,0.035278,1.0052e+05,0.875,0.54239
181,0.91,0.031577,0.020768,,0.037377,0.68922,0.17911,698.86,603.96,-7.2173e-05,-0.00010991,-4.0429e-27,0.00044792,0.99955,0.0031458,0.038803,1.0052e+05,0.87514,0.47407
181,0.91,0.034556,0.022674,,0.040858,0.67997,0.17617,820.31,861.43,-0.00013567,-9.4378e-05,2.6107e-27,1,8.1135e-07,0.0034091,0.042358,1.0052e+05,0.96517,0.40214
181,0.91,0.037666,0.024701,,0.044522,0.67015,0.17312,849.85,881.7,-0.00019898,-0.00012011,8.6402e-27,1,6.272e-11,0.0037054,0.046138,1.0052e+05,0.96518,0.38638
181,0.91,0.040746,0.026744,,0.048182,0.66025,0.17011,859.18,883.11,-0.0002092,-0.00014874,4.0108e-27,1,3.2151e-11,0.0040203,0.049951,1.0052e+05,0.96518,0.38044
181,0.91,0.043637,0.028685,,0.051634,0.65086,0.16729,862.89,883.6,-0.00019212,-0.00016755,-3.4937e-28,1,2.6613e-11,0.0043281,0.053569,1.0052e+05,0.96518,0.37716
181,0.91,0.04627,0.030467,,0.05479,0.64225,0.16472,864.69,883.82,-0.00016294,-0.00017741,-3.1377e-27,1,2.4546e-11,0.0046153,0.056887,1.0052e+05,0.96518,0.3749
181,0.91,0.048643,0.032084,,0.057641,0.63446,0.1624,865.68,883.93,-0.00013194,-0.00018181,-2.5546e-27,1,2.3577e-11,0.0048779,0.059892,1.0052e+05,0.96518,0.37314
181,0.91,0.050779,0.033549,,0.060214,0.62742,0.16032,866.29,883.99,-0.00010365,-0.0001834,5.8813e-28,1,2.3029e-11,0.0051172,0.062607,1.0052e+05,0.96518,0.37169
181,0.91,0.052709,0.034881,,0.062545,0.62103,0.15843,866.69,884.03,-7.9589e-05,-0.00018373,3.1362e-27,1,2.2693e-11,0.0053359,0.065071,1.0052e+05,0.96518,0.37044
181,0.91,0.054465,0.036099,,0.064669,0.6152,0.15671,866.97,884.05,-5.9878e-05,-0.00018357,-1.2471e-27,1,2.2455e-11,0.0055368,0.06732,1.0052e+05,0.96518,0.36935
181,0.91,0.05607,0.037221,,0.066616,0.60985,0.15514,867.17,884.07,-4.4069e-05,-0.00018326,-8.9682e-28,1,2.2276e-11,0.0057225,0.069384,1.0052e+05,0.96518,0.36838
181,0.91,0.057549,0.038259,,0.068414,0.6049,0.15369,867.32,884.09,-3.1583e-05,-0.00018294,0,1,2.216e-11,0.0058955,0.071293,1.0052e+05,0.96518,0.3675
181,0.91,0.058919,0.039227,,0.070083,0.6003,0.15234,867.44,884.1,-2.1855e-05,-0.00018268,-6.3802e-28,1,2.204e-11,0.0060577,0.073068,1.0052e+05,0.96518,0.36669
181,0.91,0.060196,0.040136,,0.071643,0.596,0.15109,867.54,884.11,-1.4374e-05,-0.00018249,3.3212e-28,1,2.1951e-11,0.0062106,0.07473,1.0052e+05,0.96518,0.36595
181,0.91,0.061393,0.040992,,0.073109,0.59194,0.14991,867.62,884.12,-8.7146e-06,-0.00018238,-1.2967e-27,1,2.1864e-11,0.0063558,0.076294,1.0052e+05,0.96518,0.36525
181,0.91,0.062521,0.041805,,0.074495,0.58811,0.1488,867.69,884.13,-4.5413e-06,-0.00018232,-1.4247e-28,1,2.1794e-11,0.0064943,0.077776,1.0052e+05,0.96518,0.3646
181,0.91,0.063592,0.042581,,0.075812,0.58445,0.14775,867.75,884.14,-1.564e-06,-0.00018234,0,1,2.173e-11,0.0066274,0.079187,1.0052e+05,0.96518,0.36399
181,0.91,0.064612,0.043325,,0.077071,0.58096,0.14674,867.8,884.15,4.5797e-07,-0.00018239,-6.2508e-28,1,2.1669e-11,0.0067559,0.080538,1.0052e+05,0.96518,0.3634
181,0.91,0.065589,0.044041,,0.07828,0.57759,0.14578,867.85,884.16,1.7066e-06,-0.00018249,-1.3536e-27,1,2.1613e-11,0.0068805,0.081838,1.0052e+05,0.96518,0.36284
181,0.91,0.066529,0.044736,,0.079447,0.57434,0.14485,867.9,884.16,2.3382e-06,-0.00018263,-3.3619e-30,1,2.1562e-11,0.0070021,0.083095,1.0052e+05,0.96518,0.36231
181,0.91,0.067439,0.045411,,0.080578,0.57118,0.14396,867.94,884.17,2.4758e-06,-0.00018279,0,1,2.1509e-11,0.0071211,0.084315,1.0052e+05,0.96518,0.36179
181,0.91,0.068323,0.046071,,0.081679,0.5681,0.14309,867.98,884.18,2.2224e-06,-0.00018297,-1.4129e-30,1,2.1462e-11,0.0072382,0.085506,1.0052e+05,0.96518,0.36128
181,0.91,0.069185,0.046718,,0.082756,0.56508,0.14224,868.02,884.18,1.6689e-06,-0.00018318,7.1232e-28,1,2.1417e-11,0.0073537,0.086673,1.0052e+05,0.96518,0.36079
181,0.91,0.070029,0.047354,,0.083813,0.56211,0.1414,868.06,884.19,8.9302e-07,-0.00018341,2.1887e-29,1,2.1363e-11,0.0074682,0.08782,1.0052e+05,0.96518,0.36031
181,0.91,0.070858,0.047983,,0.084854,0.55918,0.14059,868.1,884.2,-5.4948e-08,-0.00018364,0,1,2.1331e-11,0.007582,0.088952,1.0052e+05,0.96518,0.35983
181,0.91,0.071676,0.048606,,0.085882,0.55629,0.13978,868.13,884.2,-1.1392e-06,-0.00018388,5.4785e-29,1,2.129e-11,0.0076955,0.090072,1.0052e+05,0.96518,0.35937
181,0.91,0.072485,0.049225,,0.086901,0.55342,0.13898,868.17,884.21,-2.3089e-06,-0.00018414,-1.5027e-27,1,2.1237e-11,0.0078088,0.091184,1.0052e+05,0.96518,0.35891
181,0.91,0.073286,0.049841,,0.087913,0.55056,0.13819,868.2,884.21,-3.528e-06,-0.00018441,-9.5351e-29,1,2.1207e-11,0.0079223,0.09229,1.0052e+05,0.96518,0.35845
181,0.91,0.074083,0.050456,,0.08892,0.54771,0.13741,868.23,884.22,-4.7696e-06,-0.00018468,-7.7168e-28,1,2.1167e-11,0.0080361,0.093392,1.0052e+05,0.96518,0.35799
181,0.91,0.074876,0.05107,,0.089925,0.54486,0.13662,868.26,884.22,-6.0098e-06,-0.00018496,-9.1968e-28,1,2.1124e-11,0.0081505,0.094494,1.0052e+05,0.96518,0.35754
181,0.91,0.075668,0.051685,,0.09093,0.54201,0.13584,868.3,884.23,-7.2364e-06,-0.00018523,7.9194e-28,1,2.1089e-11,0.0082655,0.095596,1.0052e+05,0.96518,0.35709
181,0.91,0.076458,0.052302,,0.091934,0.53916,0.13506,868.33,884.24,-8.4259e-06,-0.00018552,-1.794e-28,1,2.1057e-11,0.0083813,0.0967,1.0052e+05,0.96518,0.35664
181,0.91,0.077249,0.05292,,0.092941,0.5363,0.13428,868.36,884.24,-9.5615e-06,-0.0001858,6.1363e-28,1,2.103e-11,0.0084979,0.097808,1.0052e+05,0.96518,0.35619
181,0.91,0.078041,0.053541,,0.093949,0.53343,0.1335,868.39,884.25,-1.0628e-05,-0.00018609,1.2576e-27,1,2.0996e-11,0.0086155,0.098919,1.0052e+05,0.96518,0.35574
181,0.91,0.078835,0.054164,,0.094961,0.53055,0.13272,868.42,884.25,-1.1603e-05,-0.00018638,-6.0034e-28,1,2.0961e-11,0.0087339,0.10003,1.0052e+05,0.96518,0.35529
181,0.91,0.07963,0.05479,,0.095976,0.52766,0.13194,868.45,884.26,-1.2484e-05,-0.00018667,0,1,2.0931e-11,0.0088533,0.10115,1.0052e+05,0.96518,0.35483
181,0.91,0.080426,0.055418,,0.096994,0.52475,0.13116,868.48,884.26,-1.3263e-05,-0.00018697,2.6043e-28,1,2.0905e-11,0.0089734,0.10228,1.0052e+05,0.96518,0.35438
181,0.91,0.081224,0.056048,,0.098014,0.52184,0.13037,868.51,884.27,-1.393e-05,-0.00018726,-2.0016e-27,1,2.0874e-11,0.0090943,0.10341,1.0052e+05,0.96518,0.35393
181,0.91,0.082023,0.05668,,0.099036,0.51892,0.12958,868.54,884.27,-1.4479e-05,-0.00018755,8.7542e-28,1,2.0852e-11,0.0092158,0.10454,1.0052e+05,0.96518,0.35348
181,0.91,0.082822,0.057313,,0.10006,0.516,0.1288,868.56,884.28,-1.4902e-05,-0.00018784,-1.7714e-27,1,2.0826e-11,0.0093376,0.10567,1.0052e+05,0.96518,0.35303
181,0.91,0.08362,0.057945,,0.10108,0.51308,0.12801,868.59,884.28,-1.5193e-05,-0.00018812,8.9595e-28,1,2.081e-11,0.0094597,0.1068,1.0052e+05,0.96518,0.35258
181,0.91,0.084415,0.058576,,0.1021,0.51017,0.12723,868.62,884.29,-1.5342e-05,-0.00018841,-1.5181e-27,1,2.0767e-11,0.0095817,0.10793,1.0052e+05,0.96518,0.35214
181,0.91,0.085207,0.059204,,0.10311,0.50727,0.12645,868.64,884.29,-1.5344e-05,-0.00018869,-5.869e-28,1,2.0752e-11,0.0097032,0.10905,1.0052e+05,0.96518,0.35169
181,0.91,0.085992,0.059827,,0.10412,0.50439,0.12568,868.67,884.29,-1.5198e-05,-0.00018896,9.2628e-28,1,2.0734e-11,0.009824,0.11017,1.0052e+05,0.96518,0.35125
181,0.91,0.086769,0.060444,,0.10512,0.50154,0.12492,868.69,884.3,-1.4902e-05,-0.00018923,-6.5341e-28,1,2.0714e-11,0.0099436,0.11127,1.0052e+05,0.96518,0.35082
181,0.91,0.087534,0.061051,,0.1061,0.49873,0.12417,868.72,884.3,-1.447e-05,-0.00018949,-1.2191e-27,1,2.069e-11,0.010062,0.11236,1.0052e+05,0.96518,0.3504
181,0.91,0.088284,0.061647,,0.10706,0.49598,0.12343,868.74,884.31,-1.3915e-05,-0.00018974,1.2178e-27,1,2.0687e-11,0.010177,0.11343,1.0052e+05,0.96518,0.34998
181,0.91,0.089016,0.062228,,0.108,0.49329,0.12271,868.76,884.31,-1.3239e-05,-0.00018998,-1.9264e-27,1,2.066e-11,0.01029,0.11447,1.0052e+05,0.96518,0.34958
181,0.91,0.089726,0.062791,,0.10891,0.49069,0.12201,868.78,884.31,-1.2453e-05,-0.0001902,9.716e-28,1,2.0641e-11,0.0104,0.11548,1.0052e+05,0.96518,0.34919
181,0.91,0.09041,0.063333,,0.10978,0.48818,0.12134,868.8,884.32,-1.1579e-05,-0.0001904,-1.9587e-27,1,2.0623e-11,0.010505,0.11645,1.0052e+05,0.96518,0.34881
181,0.91,0.091061,0.063849,,0.11062,0.48579,0.1207,868.82,884.32,-1.063e-05,-0.0001906,9.8683e-28,1,2.0621e-11,0.010605,0.11737,1.0052e+05,0.96518,0.34845
181,0.91,0.091677,0.064337,,0.11141,0.48353,0.1201,868.84,884.32,-9.6257e-06,-0.00019077,-1.8041e-27,1,2.0614e-11,0.0107,0.11825,1.0052e+05,0.96518,0.34812
181,0.91,0.092251,0.064792,,0.11214,0.48143,0.11954,868.85,884.32,-8.5783e-06,-0.00019093,-3.2676e-28,1,2.0594e-11,0.010789,0.11906,1.0052e+05,0.96518,0.34781
181,0.91,0.092778,0.065209,,0.11282,0.4795,0.11902,868.87,884.33,-7.5053e-06,-0.00019106,1.0057e-27,1,2.059e-11,0.01087,0.11981,1.0052e+05,0.96518,0.34752
181,0.91,0.093254,0.065585,,0.11343,0.47775,0.11855,868.88,884.33,-6.4324e-06,-0.00019118,2.4448e-28,1,2.0592e-11,0.010943,0.12049,1.0052e+05,0.96518,0.34726
181,0.91,0.093672,0.065916,,0.11396,0.47622,0.11814,868.89,884.33,-5.3737e-06,-0.00019127,-2.1315e-27,1,2.0572e-11,0.011007,0.12108,1.0052e+05,0.96518,0.34703
181,0.91,0.094029,0.066198,,0.11442,0.47492,0.11779,868.9,884.33,-4.3429e-06,-0.00019135,1.0184e-27,1,2.0568e-11,0.011062,0.12158,1.0052e+05,0.96518,0.34684
181,0.91,0.09432,0.066428,,0.11479,0.47385,0.11751,868.91,884.33,-3.3446e-06,-0.00019141,-2.042e-27,1,2.0558e-11,0.011106,0.122,1.0052e+05,0.96518,0.34668
181,0.91,0.094542,0.066603,,0.11507,0.47304,0.11729,868.91,884.33,-2.3745e-06,-0.00019146,1.0232e-27,1,2.0562e-11,0.01114,0.12231,1.0052e+05,0.96518,0.34657
181,0.91,0.094691,0.066721,,0.11527,0.47249,0.11714,868.91,884.33,-1.4158e-06,-0.0001915,-2.0227e-27,1,2.0562e-11,0.011163,0.12252,1.0052e+05,0.96518,0.34648
181,0.91,0.094767,0.06678,,0.11536,0.47222,0.11707,868.92,884.33,-4.7191e-07,-0.00019151,-8.8084e-30,1,2.0554e-11,0.011175,0.12263,1.0052e+05,0.96518,0.34644
181,0.91,0.094767,0.06678,,0.11536,0.47222,0.11707,868.92,884.33,4.6555e-07,-0.00019151,0,1,2.0564e-11,0.011175,0.12263,1.0052e+05,0.96518,0.34644
181,0.91,0.094692,0.066721,,0.11527,0.47249,0.11714,868.91,884.33,1.406e-06,-0.00019149,0,1,2.0558e-11,0.011163,0.12252,1.0052e+05,0.96518,0.34648
181,0.91,0.094542,0.066603,,0.11508,0.47304,0.11729,868.91,884.33,2.3619e-06,-0.00019147,-9.3367e-28,1,2.0559e-11,0.01114,0.12231,1.0052e+05,0.96518,0.34656
181,0.91,0.094321,0.066428,,0.11479,0.47385,0.11751,868.91,884.33,3.3511e-06,-0.00019142,2.2272e-41,1,2.0568e-11,0.011106,0.122,1.0052e+05,0.96518,0.34668
181,0.91,0.094029,0.066198,,0.11442,0.47492,0.11779,868.9,884.33,4.3618e-06,-0.00019136,-1.185e-27,1,2.0562e-11,0.011062,0.12159,1.0052e+05,0.96518,0.34684
181,0.91,0.093673,0.065916,,0.11396,0.47622,0.11814,868.89,884.33,5.3875e-06,-0.00019128,-9.122e-28,1,2.057e-11,0.011007,0.12108,1.0052e+05,0.96518,0.34703
181,0.91,0.093254,0.065585,,0.11343,0.47775,0.11855,868.88,884.33,6.4309e-06,-0.00019118,1.0104e-27,1,2.0581e-11,0.010943,0.12049,1.0052e+05,0.96518,0.34726
181,0.91,0.092779,0.065209,,0.11282,0.4795,0.11902,868.87,884.33,7.4974e-06,-0.00019107,-1.1477e-27,1,2.0586e-11,0.01087,0.11981,1.0052e+05,0.96518,0.34752
181,0.91,0.092251,0.064792,,0.11214,0.48143,0.11954,868.85,884.32,8.569e-06,-0.00019093,1.6246e-28,1,2.0591e-11,0.010789,0.11906,1.0052e+05,0.96518,0.34781
181,0.91,0.091677,0.064337,,0.11141,0.48353,0.1201,868.84,884.32,9.618e-06,-0.00019077,1.1761e-27,1,2.0604e-11,0.0107,0.11825,1.0052e+05,0.96518,0.34812
181,0.91,0.091062,0.06385,,0.11062,0.48579,0.1207,868.82,884.32,1.0624e-05,-0.0001906,7.8601e-28,1,2.0613e-11,0.010605,0.11737,1.0052e+05,0.96518,0.34845
181,0.91,0.09041,0.063333,,0.10978,0.48818,0.12134,868.8,884.32,1.1575e-05,-0.00019041,-1.4157e-27,1,2.063e-11,0.010505,0.11645,1.0052e+05,0.96518,0.34881
181,0.91,0.089727,0.062791,,0.10891,0.49069,0.12201,868.78,884.31,1.246e-05,-0.0001902,-2.1783e-27,1,2.0642e-11,0.0104,0.11548,1.0052e+05,0.96518,0.34919
181,0.91,0.089017,0.062228,,0.108,0.49329,0.12271,868.76,884.31,1.3252e-05,-0.00018998,-1.6762e-27,1,2.0665e-11,0.01029,0.11447,1.0052e+05,0.96518,0.34958
181,0.91,0.088284,0.061647,,0.10706,0.49598,0.12343,868.74,884.31,1.3929e-05,-0.00018974,2.6341e-28,1,2.0681e-11,0.010177,0.11343,1.0052e+05,0.96518,0.34998
181,0.91,0.087534,0.061051,,0.1061,0.49873,0.12417,868.72,884.3,1.4483e-05,-0.00018949,0,1,2.0698e-11,0.010062,0.11236,1.0052e+05,0.96518,0.3504
181,0.91,0.086769,0.060444,,0.10512,0.50154,0.12492,868.69,884.3,1.491e-05,-0.00018923,-9.359e-28,1,2.0719e-11,0.0099437,0.11127,1.0052e+05,0.96518,0.35082
181,0.91,0.085992,0.059827,,0.10412,0.50439,0.12568,868.67,884.29,1.5203e-05,-0.00018896,0,1,2.0734e-11,0.009824,0.11017,1.0052e+05,0.96518,0.35125
181,0.91,0.085207,0.059204,,0.10311,0.50727,0.12645,868.64,884.29,1.5355e-05,-0.00018869,2.9378e-28,1,2.0752e-11,0.0097032,0.10905,1.0052e+05,0.96518,0.35169
181,0.91,0.084415,0.058576,,0.1021,0.51017,0.12723,868.62,884.29,1.5355e-05,-0.00018841,1.4956e-27,1,2.0794e-11,0.0095817,0.10793,1.0052e+05,0.96518,0.35214
181,0.91,0.08362,0.057945,,0.10108,0.51308,0.12801,868.59,884.28,1.52e-05,-0.00018812,6.0333e-28,1,2.0804e-11,0.0094597,0.1068,1.0052e+05,0.96518,0.35258
181,0.91,0.082822,0.057313,,0.10006,0.516,0.1288,868.56,884.28,1.4906e-05,-0.00018783,-1.4611e-27,1,2.0825e-11,0.0093376,0.10567,1.0052e+05,0.96518,0.35303
181,0.91,0.082023,0.05668,,0.099036,0.51892,0.12958,868.54,884.27,1.4486e-05,-0.00018755,-1.1565e-27,1,2.0842e-11,0.0092158,0.10454,1.0052e+05,0.96518,0.35348
181,0.91,0.081224,0.056048,,0.098014,0.52184,0.13037,868.51,884.27,1.3947e-05,-0.00018726,-1.7305e-27,1,2.0874e-11,0.0090943,0.10341,1.0052e+05,0.96518,0.35393
181,0.91,0.080426,0.055418,,0.096994,0.52475,0.13116,868.48,884.26,1.328e-05,-0.00018696,-5.9248e-28,1,2.0897e-11,0.0089734,0.10228,1.0052e+05,0.96518,0.35438
181,0.91,0.07963,0.05479,,0.095976,0.52766,0.13194,868.45,884.26,1.2489e-05,-0.00018667,-8.4389e-28,1,2.0929e-11,0.0088533,0.10115,1.0052e+05,0.96518,0.35483
181,0.91,0.078835,0.054164,,0.094961,0.53055,0.13272,868.42,884.25,1.1593e-05,-0.00018638,0,1,2.0958e-11,0.0087339,0.10003,1.0052e+05,0.96518,0.35529
181,0.91,0.078041,0.053541,,0.093949,0.53343,0.1335,868.39,884.25,1.0607e-05,-0.00018609,-8.2302e-28,1,2.0989e-11,0.0086155,0.098919,1.0052e+05,0.96518,0.35574
181,0.91,0.077249,0.05292,,0.092941,0.5363,0.13428,868.36,884.24,9.5444e-06,-0.0001858,-6.1521e-28,1,2.1022e-11,0.0084979,0.097808,1.0052e+05,0.96518,0.35619
181,0.91,0.076458,0.052302,,0.091934,0.53916,0.13506,868.33,884.24,8.4193e-06,-0.00018552,9.8115e-28,1,2.1051e-11,0.0083813,0.0967,1.0052e+05,0.96518,0.35664
181,0.91,0.075668,0.051685,,0.09093,0.54201,0.13584,868.3,884.23,7.2396e-06,-0.00018523,6.3347e-28,1,2.1093e-11,0.0082655,0.095596,1.0052e+05,0.96518,0.35709
181,0.91,0.074876,0.05107,,0.089925,0.54486,0.13662,868.26,884.22,6.0177e-06,-0.00018495,-9.1959e-28,1,2.1128e-11,0.0081505,0.094494,1.0052e+05,0.96518,0.35754
181,0.91,0.074083,0.050456,,0.08892,0.54771,0.13741,868.23,884.22,4.777e-06,-0.00018468,-8.8849e-28,1,2.1161e-11,0.0080361,0.093392,1.0052e+05,0.96518,0.35799
181,0.91,0.073286,0.049841,,0.087913,0.55056,0.13819,868.2,884.21,3.5342e-06,-0.00018441,-1.3313e-27,1,2.1207e-11,0.0079223,0.09229,1.0052e+05,0.96518,0.35845
181,0.91,0.072485,0.049225,,0.086901,0.55342,0.13898,868.17,884.21,2.3142e-06,-0.00018414,7.4983e-29,1,2.1246e-11,0.0078088,0.091184,1.0052e+05,0.96518,0.35891
181,0.91,0.071676,0.048606,,0.085882,0.55629,0.13978,868.13,884.2,1.1488e-06,-0.00018389,-1.1056e-28,1,2.1278e-11,0.0076955,0.090072,1.0052e+05,0.96518,0.35937
181,0.91,0.070858,0.047983,,0.084854,0.55918,0.14059,868.1,884.2,6.4929e-08,-0.00018364,-6.9422e-28,1,2.1326e-11,0.007582,0.088952,1.0052e+05,0.96518,0.35983
