"TimeStep","Time","CO","CO2","Cell Type","H2O","N2","O2","T","Ts","U:0","U:1","U:2","Ychar","Ywood","gas","ngas","p","porosityF","rho"
105,0.53,0.030522,0.021896,,0.037728,0.6831,0.18108,403.2,400.89,0.00012862,-0.00034765,-5.5562e-27,1.1906e-09,1,0.0043017,0.041375,1.005e+05,0.875,0.81968
105,0.53,0.032073,0.023001,,0.03963,0.67779,0.17958,405.1,401.4,0.00013676,-0.00034404,-7.9563e-27,1.2216e-09,1,0.0045008,0.043426,1.005e+05,0.875,0.81383
105,0.53,0.033649,0.024121,,0.04156,0.67242,0.17805,407.95,402.16,0.00014548,-0.00033904,5.4107e-27,1.2699e-09,1,0.0046988,0.0455,1.005e+05,0.875,0.80615
105,0.53,0.035248,0.025252,,0.043513,0.66701,0.17649,412.21,403.28,0.00015477,-0.00033201,-8.0896e-27,1.3465e-09,1,0.0048945,0.047588,1.005e+05,0.875,0.79583
105,0.53,0.036866,0.026392,,0.045483,0.66158,0.17491,418.58,404.92,0.00016455,-0.00032209,7.3184e-27,1.4705e-09,1,0.0050865,0.049685,1.005e+05,0.875,0.78177
105,0.53,0.0385,0.027537,,0.047466,0.65614,0.1733,428.07,407.33,0.00017453,-0.00030818,4.9411e-27,1.6781e-09,1,0.0052733,0.051782,1.005e+05,0.875,0.76252
105,0.53,0.040147,0.028682,,0.049456,0.65072,0.17167,442.19,410.9,0.0001841,-0.00028909,9.3468e-27,2.0491e-09,1,0.0054535,0.053873,1.005e+05,0.875,0.73633
105,0.53,0.041807,0.029828,,0.051451,0.64532,0.17002,463.06,416.5,0.00019221,-0.00026378,7.8249e-27,2.8126e-09,1,0.005626,0.055953,1.005e+05,0.875,0.70141
105,0.53,0.043481,0.030971,,0.053453,0.63994,0.16834,493.62,426.33,0.00019735,-0.00023197,3.5902e-27,5.0049e-09,1,0.00579,0.058023,1.005e+05,0.875,0.65636
105,0.53,0.045177,0.032117,,0.055468,0.63457,0.16663,537.75,445.88,0.00019751,-0.00019468,1.4162e-28,1.7969e-08,1,0.0059454,0.060087,1.005e+05,0.875,0.60102
105,0.53,0.046909,0.033272,,0.057513,0.62917,0.16488,600.48,487.06,0.00019041,-0.0001544,-2.9622e-27,3.1645e-07,1,0.0060924,0.06216,1.005e+05,0.875,0.53691
105,0.53,0.048705,0.034452,,0.059617,0.62367,0.16305,688.89,570.79,0.0001762,-0.0001135,7.321e-28,5.3402e-05,0.99995,0.0062322,0.064272,1.005e+05,0.87502,0.46683
105,0.53,0.050571,0.035655,,0.061783,0.61808,0.16114,816.2,856.44,0.00016825,-7.7597e-05,-3.0279e-27,0.99717,0.0028285,0.006361,0.066415,1.005e+05,0.9651,0.39301
105,0.53,0.052172,0.036685,,0.063633,0.61336,0.15947,847.15,878.51,0.00015679,-8.8166e-05,-3.9362e-27,0.99996,3.5946e-05,0.0064574,0.068219,1.005e+05,0.96517,0.37783
105,0.53,0.053844,0.0378,,0.065599,0.60824,0.15775,856.94,879.7,0.00013413,-9.4827e-05,-2.3436e-27,0.99997,2.7636e-05,0.0065848,0.070186,1.005e+05,0.96517,0.37265
105,0.53,0.055537,0.03896,,0.067617,0.60288,0.15602,860.82,880.03,0.00012666,-9.8612e-05,2.5388e-27,0.99997,2.6068e-05,0.0067359,0.072244,1.005e+05,0.96517,0.37008
105,0.53,0.057234,0.040151,,0.069664,0.59737,0.15431,862.65,880.16,0.00012217,-0.00010036,2.1469e-27,0.99997,2.5448e-05,0.0069059,0.074364,1.005e+05,0.96517,0.36838
105,0.53,0.058937,0.041369,,0.071739,0.59173,0.1526,863.64,880.22,0.00011986,-0.00010109,2.1142e-27,0.99997,2.5138e-05,0.0070923,0.076541,1.005e+05,0.96517,0.36703
105,0.53,0.060651,0.042614,,0.073844,0.58594,0.15089,864.22,880.26,0.00011815,-0.00010134,-1.168e-27,0.99998,2.4953e-05,0.0072935,0.078773,1.005e+05,0.96517,0.36585
105,0.53,0.062382,0.04389,,0.075985,0.58,0.14917,864.59,880.29,0.00011667,-0.00010137,-4.1413e-27,0.99998,2.4834e-05,0.0075088,0.081065,1.005e+05,0.96517,0.36473
105,0.53,0.064136,0.045196,,0.078168,0.57391,0.14743,864.84,880.31,0.00011521,-0.00010131,2.2963e-27,0.99998,2.4751e-05,0.0077373,0.083419,1.005e+05,0.96517,0.36365
105,0.53,0.065917,0.046536,,0.080395,0.56766,0.14568,865.02,880.32,0.00011374,-0.0001012,2.0272e-27,0.99998,2.469e-05,0.0079785,0.085836,1.005e+05,0.96517,0.36258
105,0.53,0.067729,0.047909,,0.082672,0.56124,0.1439,865.16,880.33,0.00011223,-0.00010108,0,0.99998,2.4646e-05,0.0082319,0.08832,1.005e+05,0.96517,0.36151
105,0.53,0.069575,0.049317,,0.084999,0.55465,0.14209,865.27,880.34,0.00011071,-0.00010094,1.1272e-27,0.99998,2.4611e-05,0.008497,0.090872,1.005e+05,0.96517,0.36043
105,0.53,0.071457,0.050761,,0.087378,0.54788,0.14026,865.37,880.35,0.00010918,-0.00010079,-1.9538e-27,0.99998,2.4588e-05,0.0087734,0.093491,1.005e+05,0.96517,0.35933
105,0.53,0.073376,0.052239,,0.089811,0.54094,0.13839,865.45,880.35,0.00010767,-0.00010065,2.228e-27,0.99998,2.4559e-05,0.0090606,0.096179,1.005e+05,0.96517,0.35823
105,0.53,0.075335,0.053753,,0.092299,0.53383,0.13649,865.53,880.36,0.00010619,-0.0001005,1.904e-27,0.99998,2.4534e-05,0.0093583,0.098935,1.005e+05,0.96517,0.3571
105,0.53,0.077332,0.055301,,0.094841,0.52654,0.13456,865.6,880.36,0.00010476,-0.00010034,0,0.99998,2.4517e-05,0.009666,0.10176,1.005e+05,0.96517,0.35596
105,0.53,0.079369,0.056882,,0.097435,0.51909,0.13259,865.67,880.37,0.00010337,-0.00010019,-7.6322e-28,0.99998,2.4503e-05,0.0099831,0.10464,1.005e+05,0.96517,0.3548
105,0.53,0.081444,0.058496,,0.10008,0.51148,0.13059,865.74,880.37,0.00010203,-0.00010003,2.1737e-27,0.99998,2.4488e-05,0.010309,0.10759,1.005e+05,0.96517,0.35362
105,0.53,0.083557,0.060141,,0.10278,0.50372,0.12856,865.81,880.38,0.00010074,-9.9861e-05,1.8134e-27,0.99998,2.4476e-05,0.010644,0.11061,1.005e+05,0.96517,0.35243
105,0.53,0.085706,0.061815,,0.10552,0.4958,0.12649,865.87,880.38,9.9488e-05,-9.9693e-05,0,0.99998,2.4465e-05,0.010986,0.11367,1.005e+05,0.96517,0.35123
105,0.53,0.087889,0.063517,,0.10831,0.48776,0.1244,865.93,880.39,9.828e-05,-9.9521e-05,1.7735e-27,0.99998,2.4455e-05,0.011336,0.11679,1.005e+05,0.96517,0.35002
105,0.53,0.090103,0.065242,,0.11114,0.47959,0.12227,866,880.39,9.7102e-05,-9.9343e-05,-1.0593e-27,0.99998,2.4443e-05,0.011692,0.11996,1.005e+05,0.96517,0.34879
105,0.53,0.092345,0.066989,,0.11401,0.4713,0.12013,866.06,880.39,9.594e-05,-9.9159e-05,-1.7366e-27,0.99998,2.4433e-05,0.012053,0.12317,1.005e+05,0.96517,0.34756
105,0.53,0.094612,0.068754,,0.11691,0.46293,0.11796,866.12,880.4,9.4781e-05,-9.897e-05,0,0.99998,2.4427e-05,0.01242,0.12642,1.005e+05,0.96517,0.34632
105,0.53,0.096899,0.070533,,0.11983,0.45447,0.11577,866.18,880.4,9.361e-05,-9.8777e-05,-1.7012e-27,0.99998,2.4417e-05,0.01279,0.1297,1.005e+05,0.96517,0.34509
105,0.53,0.099201,0.072322,,0.12277,0.44596,0.11358,866.24,880.4,9.2404e-05,-9.8577e-05,2.0656e-27,0.99998,2.441e-05,0.013164,0.133,1.005e+05,0.96517,0.34385
105,0.53,0.10151,0.074118,,0.12573,0.43741,0.11137,866.3,880.41,9.1141e-05,-9.8371e-05,1.6643e-27,0.99998,2.4402e-05,0.013539,0.13632,1.005e+05,0.96517,0.34262
105,0.53,0.10383,0.075917,,0.12868,0.42885,0.10916,866.36,880.41,8.9805e-05,-9.8162e-05,1.0205e-27,0.99998,2.4404e-05,0.013916,0.13964,1.005e+05,0.96517,0.34139
105,0.53,0.10614,0.077712,,0.13164,0.4203,0.10696,866.41,880.41,8.8376e-05,-9.795e-05,2.637e-27,0.99998,2.4393e-05,0.014292,0.14296,1.005e+05,0.96517,0.34017
